1,mike-krzyzewski-1,1976,0.033230
379,larry-krystkowiak-1,2005,0.000156
380,jay-smith-2,1998,0.000153
381,norm-ellenberger-1,1973,0.000152
382,jeff-capel-2,2003,0.000152
383,tates-locke-1,1964,0.000150
384,doc-carlson-1,1923,0.000149
385,hc-gilstrap-1,1943,0.000149
386,louis-menze-1,1929,0.000149
387,eugene-lambert-1,1943,0.000149
388,bud-millikan-1,1951,0.000149
389,phil-johnson-2,1969,0.000149
390,gene-visscher-1,1972,0.000149
391,charlie-schmaus-1,1977,0.000149
392,john-pelphrey-1,2003,0.000149
393,steve-prohm-1,2012,0.000149
394,jim-richards-1,1972,0.000148
395,benny-dees-1,1986,0.000147
396,bob-vanatta-1,1954,0.000143
397,dino-gaudio-1,1994,0.000139
398,chris-mooney-1,2005,0.000138
399,cappy-cappon-1,1932,0.000138
400,whack-hyder-1,1952,0.000131
401,george-raveling-1,1973,0.000131
402,glen-rose-1,1934,0.000122
403,les-robinson-1,1975,0.000119
404,dick-vitale-1,1974,0.000118
405,tad-boyle-1,2008,0.000117
406,josh-pastner-1,2010,0.000114
407,anthony-evans-2,2008,0.000113
408,steve-merfeld-1,1998,0.000112
409,jack-rohan-1,1962,0.000110
410,tony-barone-1,1986,0.000110
411,mike-mcconathy-1,2000,0.000109
412,speedy-morris-1,1987,0.000106
413,blaine-taylor-1,1992,0.000105
414,bill-carmody-1,1997,0.000104
415,dudey-moore-1,1949,0.000103
416,edward-donovan-1,1954,0.000101
417,roy-chipman-1,1978,0.000100
418,red-manning-1,1959,0.000099
419,richard-shrider-1,1958,0.000098
420,jim-dutcher-1,1976,0.000098
421,danny-nee-1,1981,0.000097
422,eugene-gibson-1,1962,0.000097
423,darrell-hedric-1,1971,0.000096
424,dee-rowe-1,1970,0.000095
425,robert-timmons-1,1954,0.000090
426,tony-hinkle-1,1927,0.000090
427,jim-boyle-1,1982,0.000089
428,jack-gray-1,1937,0.000087
429,john-grayson-1,1959,0.000087
430,billy-kennedy-1,1998,0.000086
431,chick-davies-1,1925,0.000085
432,karl-hobbs-1,2002,0.000085
433,dick-romney-1,1920,0.000076
434,eck-allen-1,1939,0.000076
435,bill-lange-1,1940,0.000076
436,douglas-mills-1,1937,0.000076
437,john-lawther-1,1927,0.000076
438,hec-edmundson-1,1917,0.000076
439,al-duer-1,1944,0.000076
440,george-edwards-1,1927,0.000076
441,josh-cody-1,1924,0.000076
442,john-long-3,1944,0.000076
443,john-warren-1,1945,0.000076
444,floyd-stahl-1,1944,0.000076
445,arthur-mclarney-1,1948,0.000076
446,gordon-ridings-1,1947,0.000076
447,john-floyd-3,1951,0.000076
448,fred-enke-1,1924,0.000076
449,george-mccarty-1,1951,0.000076
450,tom-blackburn-1,1948,0.000076
451,bill-scott-1,1952,0.000076
452,murray-greason-1,1934,0.000076
453,howard-dallmar-1,1949,0.000076
454,don-suman-1,1950,0.000076
455,royner-greene-1,1947,0.000076
456,jerry-bush-1,1948,0.000076
457,john-bach-1,1950,0.000076
458,clarence-iba-1,1950,0.000076
459,doyle-parrack-1,1951,0.000076
460,gus-miller-1,1943,0.000076
461,alden-pasche-1,1951,0.000076
462,jule-rivlin-1,1956,0.000076
463,albert-brightman-1,1953,0.000076
464,roy-leenig-1,1956,0.000076
465,jim-mccafferty-1,1955,0.000076
466,bill-rohr-1,1952,0.000076
467,george-davidson-2,1915,0.000076
468,don-martin-1,1954,0.000076
469,buster-brannon-1,1939,0.000076
470,paul-mcbrayer-1,1948,0.000076
471,presley-askew-1,1950,0.000076
472,john-evans-2,1902,0.000076
473,bruce-hale-1,1955,0.000076
474,william-donovan-1,1953,0.000076
475,polk-robison-1,1943,0.000076
476,james-mccafferty-1,1958,0.000076
477,joe-lapchick-1,1937,0.000076
478,william-reinhart-2,1924,0.000076
479,duck-dowell-1,1956,0.000076
480,bob-spear-1,1958,0.000076
481,bob-calihan-1,1949,0.000076
482,joseph-vancisin-1,1957,0.000076
483,vincent-cazzetta-1,1959,0.000076
484,babe-mccarthy-1,1956,0.000076
485,george-wigton-1,1963,0.000076
486,jim-baechtold-1,1962,0.000076
487,john-egli-1,1955,0.000076
488,tay-baker-1,1966,0.000076
489,ernest-calverley-1,1958,0.000076
490,bill-strannigan-1,1951,0.000076
491,lionel-purcell-1,1966,0.000076
492,lou-watson-1,1966,0.000076
493,bob-king-1,1963,0.000076
494,dick-motta-1,1964,0.000076
495,john-dromo-1,1968,0.000076
496,bill-fitch-1,1968,0.000076
497,jim-harding-1,1958,0.000076
498,morris-buckwalter-1,1968,0.000076
499,cal-luther-1,1959,0.000076
500,cotton-fitzsimmons-1,1969,0.000076
501,don-knodel-1,1967,0.000076
502,red-rocha-1,1971,0.000076
503,guy-strong-1,1968,0.000076
504,tom-quinn-1,1967,0.000076
505,tom-wasdin-1,1971,0.000076
506,frank-mulzoff-1,1971,0.000076
507,bob-miller-2,1971,0.000076
508,jack-mckinney-1,1967,0.000076
509,bus-connor-1,1974,0.000076
510,wayne-yates-1,1975,0.000076
511,tim-vezie-1,1975,0.000076
512,harry-miller-1,1971,0.000076
513,dwight-jones-4,1975,0.000076
514,jimmy-earle-1,1970,0.000076
515,ray-mears-1,1963,0.000076
516,john-cinicola-1,1975,0.000076
517,roger-gaeckler-1,1973,0.000076
518,jim-satalin-1,1974,0.000076
519,dutch-belnap-1,1974,0.000076
520,ken-hayes-1,1969,0.000076
521,ed-byhre-1,1977,0.000076
522,dom-perno-1,1978,0.000076
523,don-casey-1,1974,0.000076
524,ron-jacobs-1,1980,0.000076
525,bill-berry-1,1980,0.000076
526,eddie-holbrook-1,1979,0.000076
527,ab-williamson-1,1976,0.000076
528,carl-stewart-1,1978,0.000076
529,steve-yoder-1,1978,0.000076
530,tom-apke-1,1975,0.000076
531,paul-lizzo-1,1976,0.000076
532,dick-walters-1,1979,0.000076
533,john-mcdougal-1,1977,0.000076
534,peter-barry-1,1981,0.000076
535,stan-simpson-2,1980,0.000076
536,larry-farmer-1,1982,0.000076
537,paul-hansen-1,1974,0.000076
538,lefty-ervin-1,1980,0.000076
539,dick-acres-1,1983,0.000076
540,wayne-martin-1,1979,0.000076
541,sonny-allen-1,1950,0.000076
542,smokey-gaines-1,1978,0.000076
543,robert-hopkins-1,1985,0.000076
544,craig-littlepage-1,1983,0.000076
545,bill-bibb-1,1975,0.000076
546,paul-webb-1,1977,0.000076
547,eddie-burke-1,1978,0.000076
548,lynn-archibald-1,1978,0.000076
549,stu-starner-1,1984,0.000076
550,matt-furjanic-1,1980,0.000076
551,al-brown-1,1983,0.000076
552,moe-iba-1,1967,0.000076
553,bobby-hussey-1,1982,0.000076
554,jerry-peirson-1,1985,0.000076
555,mike-cingiser-1,1982,0.000076
556,carroll-williams-1,1971,0.000076
557,dave-magarity-1,1979,0.000076
558,jim-boutin-1,1986,0.000076
559,hank-egan-1,1972,0.000076
560,mitch-buonaguro-1,1986,0.000076
561,rick-huckabay-1,1984,0.000076
562,pete-herrmann-1,1987,0.000076
563,tom-schneider-1,1984,0.000076
564,jimmy-gales-1,1987,0.000076
565,mike-dement-1,1987,0.000076
566,ken-burmeister-1,1987,0.000076
567,stan-albeck-1,1969,0.000076
568,rod-tueller-1,1980,0.000076
569,gene-iba-1,1978,0.000076
570,don-corbett-1,1980,0.000076
571,ernie-nestor-1,1989,0.000076
572,lynn-nance-1,1977,0.000076
573,charles-woollum-1,1976,0.000076
574,steve-welch-1,1988,0.000076
575,george-felton-1,1987,0.000076
576,kermit-davis-1,1989,0.000076
577,jim-anderson-1,1990,0.000076
578,jerry-loyd-1,1990,0.000076
579,bob-wenzel-1,1982,0.000076
580,bob-reinhart-1,1986,0.000076
581,terry-truax-1,1984,0.000076
582,mk-turk-1,1977,0.000076
583,karl-fogel-1,1987,0.000076
584,bobby-paschal-1,1979,0.000076
585,jarrett-durham-1,1985,0.000076
586,frank-kerns-1,1982,0.000076
587,joby-wright-1,1991,0.000076
588,butch-beard-1,1991,0.000076
589,nick-macarchuk-1,1978,0.000076
590,billy-lee-1,1986,0.000076
591,russ-bergman-1,1975,0.000076
592,john-shumate-1,1989,0.000076
593,steve-steinwedel-1,1986,0.000076
594,ralph-underhill-1,1988,0.000076
595,george-blaney-1,1970,0.000076
596,eddie-payne-1,1992,0.000076
597,frankie-allen-1,1988,0.000076
598,jim-wooldridge-1,1992,0.000076
599,kevin-bannon-1,1990,0.000076
600,larry-hunter-1,1990,0.000076
601,jeff-meyer-1,1989,0.000076
602,dan-fitzgerald-3,1979,0.000076
603,scott-edgar-1,1992,0.000076
604,robert-moreland-1,1978,0.000076
605,rich-herrin-1,1986,0.000076
606,ted-fiore-1,1987,0.000076
607,jeff-mullins-1,1986,0.000076
608,roy-thomas-2,1910,0.000076
609,mick-durham-1,1991,0.000076
610,phil-hopkins-1,1996,0.000076
611,jack-bruen-1,1990,0.000076
612,mike-vining-1,1982,0.000076
613,rob-chavez-1,1993,0.000076
614,stan-morrison-1,1973,0.000076
615,lafayette-stribling-1,1984,0.000076
616,tom-asbury-1,1989,0.000076
617,brian-hammel-1,1992,0.000076
618,wayne-szoke-1,1985,0.000076
619,jim-molinari-1,1990,0.000076
620,bill-musselman-1,1972,0.000076
621,tom-conrad-1,1997,0.000076
622,mike-miller-3,1995,0.000076
623,ray-haskins-1,1996,0.000076
624,paul-cormier-1,1985,0.000076
625,philip-mathews-1,1996,0.000076
626,bob-weltlich-1,1977,0.000076
627,rickey-broussard-1,1991,0.000076
628,bruiser-flint-1,1997,0.000076
629,ron-bradley-1,1992,0.000076
630,elwood-plummer-1,1991,0.000076
631,milton-barnes-1,1997,0.000076
632,dickey-nutt-1,1996,0.000076
633,jim-phelan-1,1989,0.000076
634,mickey-clayton-1,1996,0.000076
635,mike-adras-1,2000,0.000076
636,gary-garner-1,1982,0.000076
637,andy-stoglin-1,1983,0.000076
638,bill-bayno-1,1996,0.000076
639,buzz-peterson-1,1997,0.000076
640,jimmy-tillette-1,1998,0.000076
641,jim-baron-1,1988,0.000076
642,fran-ohanlon-1,1996,0.000076
643,barry-collier-1,1990,0.000076
644,brad-soderberg-1,2001,0.000076
645,rick-samuels-1,1980,0.000076
646,bill-evans-1,1992,0.000076
647,riley-wallace-1,1977,0.000076
648,dennis-wolff-1,1995,0.000076
649,sidney-green-1,2000,0.000076
650,don-holst-1,1999,0.000076
651,paul-westphal-1,2002,0.000076
652,tic-price-1,1995,0.000076
653,rob-lanier-1,2002,0.000076
654,dale-layer-1,2001,0.000076
655,don-maestri-1,1994,0.000076
656,brad-holland-1,1993,0.000076
657,dereck-whittenburg-1,2000,0.000076
658,joe-cravens-1,1990,0.000076
659,ron-hunter-1,1999,0.000076
660,kerry-rupp-1,2004,0.000076
661,jimmy-collins-1,1997,0.000076
662,tim-welsh-1,1996,0.000076
663,mike-gillespie-1,2002,0.000076
664,jessie-evans-1,1998,0.000076
665,steve-hawkins-1,2004,0.000076
666,steve-cleveland-1,1998,0.000076
667,tim-carter-1,1996,0.000076
668,randy-dunton-1,1998,0.000076
669,joe-scott-2,2001,0.000076
670,kirk-speraw-1,1994,0.000076
671,tim-oshea-1,2002,0.000076
672,ritchie-mckay-1,1999,0.000076
673,tom-green-1,1984,0.000076
674,doc-sadler-1,2005,0.000076
675,greg-jackson-1,2001,0.000076
676,robert-lee-1,2005,0.000076
677,jeff-bzdelik-1,1987,0.000076
678,dave-calloway-1,1998,0.000076
679,jeff-ruland-1,1999,0.000076
680,rob-spivery-1,1997,0.000076
681,randy-rahe-1,2007,0.000076
682,joe-mihalich-1,1999,0.000076
683,glen-miller-1,2000,0.000076
684,larry-reynolds-1,1996,0.000076
685,howie-dickenman-1,1997,0.000076
686,tevester-anderson-1,1999,0.000076
687,reggie-theus-1,2006,0.000076
688,jeff-neubauer-1,2006,0.000076
689,dennis-felton-1,1999,0.000076
690,keno-davis-1,2008,0.000076
691,james-green-1,1997,0.000076
692,dave-loos-1,1991,0.000076
693,scott-sutton-1,2000,0.000076
694,scott-cross-1,2007,0.000076
695,randy-monroe-1,2005,0.000076
696,bob-burton-1,2004,0.000076
697,jim-christian-1,2003,0.000076
698,greg-graham-2,2003,0.000076
699,randy-peele-1,1996,0.000076
700,dan-dakich-1,1998,0.000076
701,milan-brown-1,2004,0.000076
702,bobby-braswell-1,1997,0.000076
703,john-shulman-1,2005,0.000076
704,danny-kaspar-1,2001,0.000076
705,brad-greenberg-1,2008,0.000076
706,saul-phillips-1,2009,0.000076
707,jim-boylen-1,2008,0.000076
708,kevin-broadus-1,2008,0.000076
709,ken-bone-1,2006,0.000076
710,johnny-jones-2,2000,0.000076
711,tony-barbee-1,2007,0.000076
712,mike-lonergan-1,2006,0.000076
713,mike-rice-2,2008,0.000076
714,bob-marlin-1,1999,0.000076
715,george-ivory-1,2009,0.000076
716,todd-bozeman-1,1993,0.000076
717,oliver-purnell-1,1989,0.000076
718,murry-bartow-1,1997,0.000076
719,bj-hill-1,2011,0.000076
720,ed-dechellis-1,1997,0.000076
721,greg-kampe-1,2000,0.000076
722,edward-joyner-1,2010,0.000076
723,john-dunne-1,2007,0.000076
724,donnie-tyndall-1,2007,0.000076
725,patrick-chambers-2,2010,0.000076
726,bob-williams-1,1999,0.000076
727,mike-young-1,2003,0.000076
728,greg-lansing-1,2011,0.000076
729,sydney-johnson-1,2008,0.000076
730,brad-brownell-1,2003,0.000076
731,brooks-thompson-1,2007,0.000076
732,tim-miles-1,2008,0.000076
733,jim-ferry-1,2003,0.000076
734,ray-mccallum-1,1994,0.000076
735,john-becker-1,2012,0.000076
736,jimmy-patsos-1,2005,0.000076
737,mark-schmidt-1,2002,0.000076
738,eddie-biedenbach-1,1979,0.000076
739,tim-cluess-1,2011,0.000076
740,rick-byrd-1,2000,0.000076
741,roman-banks-1,2012,0.000076
742,scott-nagy-1,2009,0.000076
743,keith-dambrot-1,1992,0.000076
744,ray-harper-1,2012,0.000076
745,will-brown-2,2002,0.000076
746,bryce-drew-1,2012,0.000076
747,marvin-menzies-1,2008,0.000076
748,cy-alexander-1,1988,0.000076
749,david-paulsen-1,2009,0.000076
750,wayne-tinkle-1,2007,0.000076
751,dave-rice-1,2012,0.000076
752,matt-brady-1,2005,0.000076
